,Tweet ID,Sentiment
5258,631569761332125696,neutral
5259,631575037670240257,neutral
5260,631577719512281088,neutral
5261,631577735006023680,neutral
5262,631581191519338496,neutral
5263,631581333916151808,neutral
5264,631591954120372224,positive
5265,631597212863209474,neutral
5266,631598157428756480,negative
5267,631616856588161028,positive
5268,631619638871224320,negative
5269,631619834111901696,neutral
5270,631619951971958784,neutral
5271,631621349010731009,positive
5272,631622749912346624,negative
5273,631623911327690752,negative
5274,631623936179077120,neutral
5275,631623936179077120,neutral
5276,631624026838929408,neutral
5277,631624069012680705,neutral
5278,631624111186284544,neutral
5279,631624577974603776,neutral
5280,631625274153525248,positive
5281,631626078939844608,positive
5282,631627027234185216,positive
5283,631627594270642176,neutral
5284,631629205185294338,neutral
5285,631630479326900228,positive
5286,631631020413071360,negative
5287,631631083587661824,neutral
5288,631631603308068864,neutral
5289,631632202078404608,positive
5290,631633418065985536,neutral
5291,631646789024641026,positive
5292,631647587125190656,negative
5293,631648951146430464,positive
5294,631650653216108544,positive
5295,631652712405336064,positive
5296,631654540408975364,neutral
5297,631656765017456640,positive
5298,631658879663869952,neutral
5299,631659826796367872,neutral
5300,631661203706675200,neutral
5301,631663589007323136,positive
5302,631668588500402176,neutral
5303,631668667072155648,positive
5304,631672398325116929,neutral
5305,631675803093241856,neutral
5306,631676347362897920,positive
5307,631679312156954624,neutral
5308,631679589161533441,negative
5309,631679709760241665,neutral
5310,631679933560041472,neutral
5311,631682077813903360,negative
5312,631689774714109952,neutral
5313,631690358221500417,negative
5314,631701901420032004,neutral
5315,631702376513060864,positive
5316,631704059280396288,neutral
5317,631704809473748993,neutral
5318,631706294752141312,neutral
5319,631716732277686272,negative
5320,631723767618625536,neutral
5321,631728650321199105,neutral
5322,631731321786597376,neutral
5323,631731528108634112,neutral
5324,631738175921090560,neutral
5325,631739618593890304,positive
5326,631749334913036289,negative
5327,631750109999558656,positive
5328,631751819295879168,positive
5329,631755968536309760,neutral
5330,631758203773030401,positive
5331,631761528866246656,neutral
5332,631764597251424257,neutral
5333,631777461299056640,neutral
5334,631777930725732352,neutral
5335,631785513817612288,neutral
5336,631785768126676992,positive
5337,631786441337647105,negative
5338,631788936235495424,neutral
5339,631789979887403008,neutral
5340,631792717610254336,neutral
5341,631800930627911680,neutral
5342,631805015779246081,positive
5343,631806875030454272,neutral
5344,631807605355192321,negative
5345,631811122472058880,positive
5346,631811446083584000,neutral
5347,631814541115002880,positive
5348,631822350732824577,positive
5349,631822526415376386,neutral
5350,631826102063919104,neutral
5351,631827171078639616,positive
5352,631829401219502080,neutral
5353,631834292813893633,neutral
5354,631834653855481856,positive
5355,631836835061342208,neutral
5356,631840449028882432,neutral
5357,631843078760853504,neutral
5358,631844522427854848,positive
5359,631845144375902208,neutral
5360,631846565859229696,positive
5361,631846744637181952,positive
5362,631847752385888256,neutral
5363,631849283529084928,positive
5364,631849429398589440,negative
5365,631851423257509888,neutral
5366,631851662001487872,neutral
5367,631851807568891905,neutral
5368,631851824824348672,neutral
5369,631857189674741760,neutral
5370,631857368591147008,negative
5371,631858757883068417,positive
5372,631858912262791168,neutral
5373,631859822313500672,neutral
5374,631860721601654784,neutral
5375,631861493169037312,neutral
5376,631861672840310784,neutral
5377,631862092858032128,neutral
5378,631862453383622660,positive
5379,631862885879316480,neutral
5380,631863748752502786,neutral
5381,631864968577617920,negative
5382,631865668984410112,positive
5383,631865784067825664,neutral
5384,631866069108416512,positive
5385,631866366715424768,neutral
5386,631866960989437952,neutral
5387,631867762294419458,neutral
5388,631868735662460928,positive
5389,631869957618339840,positive
5390,631870056570486788,negative
5391,631870376893673472,neutral
5392,631872449450221568,neutral
5393,631872691893501953,neutral
5394,631872976200183809,neutral
5395,631873601495527424,positive
5396,631873949488418816,neutral
5397,631874331253977088,neutral
5398,631874411537276928,neutral
5399,631874743231188992,neutral
5400,631874926060900352,negative
5401,631875530225139712,negative
5402,631875603277320193,neutral
5403,631877091861000192,neutral
5404,631878324005023744,neutral
5405,631878755519217664,negative
5406,631878831658237952,negative
5407,631879288569008128,negative
5408,631881964044201984,negative
5409,631882868248158208,negative
5410,631882906059829248,neutral
5411,631882967154040832,neutral
5412,631883022053318656,positive
5413,631885463591063552,neutral
5414,631887752217382913,neutral
5415,631887975077556224,neutral
5416,631891180142247936,neutral
5417,631892039634956288,neutral
5418,631893477777887232,neutral
5419,631893838290907139,negative
5420,631895696744910848,positive
5421,631896832587632640,negative
5422,631898244310806528,neutral
5423,631898412833767424,positive
5424,631900353324191744,positive
5425,631901053412352000,positive
5426,631903661959041024,positive
5427,631904250239520768,neutral
5428,631904308494077952,neutral
5429,631904441260642304,positive
5430,631904566359887872,neutral
5431,631905696594857984,positive
5432,631905957266726912,positive
5433,631906070567514117,positive
5434,631906241166594048,neutral
5435,631906897285763072,negative
5436,631907217436905472,neutral
5437,631907557599244288,neutral
5438,631907906812710916,neutral
5439,631908180566614017,positive
5440,631908535777935360,neutral
5441,631909052025540608,positive
5442,631909820077993984,positive
5443,631910422615097345,positive
5444,631913035846717442,neutral
5445,631914998764281857,neutral
5446,631915276653596676,positive
5447,631916550056898560,positive
5448,631916630415544320,positive
5449,631916778592059392,positive
5450,631918706810073088,positive
5451,631919152060624897,neutral
5452,631924552839237632,neutral
5453,631924742111367168,positive
5454,631924941651210240,neutral
5455,631926408445603840,positive
5456,631928902550597632,neutral
5457,631929940703866882,positive
5458,631930186389262336,positive
5459,631931335469174784,neutral
5460,631931566483070976,positive
5461,631935640603631616,positive
5462,631936092007202816,positive
5463,631936838417059840,positive
5464,631937321986723840,positive
5465,631938793893924864,positive
5466,631940273019355137,neutral
5467,631949057783693312,neutral
5468,631950039338889217,positive
5469,631951553616846848,positive
5470,631952842463576064,negative
5471,631953534490148864,positive
5472,631953751243251712,negative
5473,631954313120751616,neutral
5474,631956106735022080,negative
5475,631956212343402496,negative
5476,631956628707934209,positive
5477,631958629239775232,positive
5478,631959199669481472,positive
5479,631959320494641152,neutral
5480,631960336824991745,neutral
5481,631961244895956992,negative
5482,631961467814735873,neutral
5483,631963058634665984,neutral
5484,631963348272218112,negative
5485,631972251458502657,positive
5486,631972276133580800,positive
5487,631973132102967296,neutral
5488,631973376148537345,positive
5489,631975892139515908,neutral
5490,631978625164685314,positive
5491,631979143954083841,positive
5492,631979494694252544,positive
5493,631983611491786752,neutral
5494,631983794334113792,neutral
5495,631984225995071488,positive
5496,631984779823591424,neutral
5497,631985568843497472,neutral
5498,631987870757089281,neutral
5499,631988126672547840,negative
5500,631988387025670144,positive
5501,631989441154957312,neutral
5502,631989720537415680,neutral
5503,631990991126417408,neutral
5504,631992911073292288,neutral
5505,631993407624253440,positive
5506,631993739376877568,positive
5507,631994330983591936,neutral
5508,631996074685767680,neutral
5509,631996402709565440,positive
5510,631998297587195904,neutral
5511,631998508061425665,positive
5512,631999274524348416,neutral
5513,632000249117167620,neutral
5514,632000569578795008,positive
5515,632001028154617856,positive
5516,632002085286998017,positive
5517,632004161949732864,neutral
5518,632004650225405952,neutral
5519,632005063909617665,neutral
5520,632005298216013824,positive
5521,632005891366199296,neutral
5522,632005894914469888,neutral
5523,632006120693854208,neutral
5524,632007370869116928,neutral
5525,632007374983684096,positive
5526,632009074935136256,neutral
5527,632009770216595456,positive
5528,632013222313234436,neutral
5529,632019253064040449,neutral
5530,632022574214443008,neutral
5531,632022880163897348,positive
5532,632023275523166208,positive
5533,632024140011012097,positive
5534,632024820197146624,negative
5535,632027518078337024,neutral
5536,632029764782452739,positive
5537,632039636555051008,neutral
5538,632039965417803776,neutral
5539,632041211960754177,neutral
5540,632041574176849920,positive
5541,632041838652751873,neutral
5542,632042032043806721,positive
5543,632042649747345409,positive
5544,632044779497476099,positive
5545,632045145307779072,positive
5546,632045214589284352,neutral
5547,632045854283722753,negative
5548,632045962375098368,negative
5549,632046974641045504,positive
5550,632048112111104000,neutral
5551,632049792336588801,positive
5552,632050176602062849,neutral
5553,632055290683371520,neutral
5554,632055585530228736,neutral
5555,632056508814098432,positive
5556,632057945908379657,negative
5557,632059883299438592,negative
5558,632063326269272069,positive
5559,632064606836420608,negative
5560,632065281158856704,positive
5561,632065592015458304,positive
5562,632065987613970432,positive
5563,632066531619278849,positive
5564,632067739557851136,positive
5565,632068017636048896,neutral
5566,632068325397413888,positive
5567,632069291320430593,neutral
5568,632069320760147973,positive
5569,632069863025020928,negative
5570,632070427171532800,negative
5571,632071735458856960,neutral
5572,632072825667346432,positive
5573,632073559167254528,neutral
5574,632074286631534593,neutral
5575,632076970994614274,positive
5576,632078210960916480,neutral
5577,632078988186357760,positive
5578,632079471781224448,neutral
5579,632084904998793216,positive
5580,632086541288914944,positive
5581,632087618335801344,neutral
5582,632088211607580672,positive
5583,632088625648431104,neutral
5584,632092764990083072,positive
5585,632094933147488256,negative
5586,632094957352824832,neutral
5587,632095713258799104,positive
5588,632096338239467520,positive
5589,632097132741283840,positive
5590,632100734994116608,neutral
5591,632104750511620096,positive
5592,632106061059657728,positive
5593,632107396094013440,neutral
5594,632111203763027968,positive
5595,632111489252519936,neutral
5596,632111854240800768,neutral
5597,632113432796397568,negative
5598,632115221902049280,neutral
5599,632115269008162817,positive
5600,632124427375808512,positive
5601,632127827270365184,neutral
5602,632129861113499648,positive
5603,632130189942657024,neutral
5604,632131393221476353,neutral
5605,632140844833738752,neutral
5606,632141672567042053,positive
5607,632144679413391360,positive
5608,632147947296198656,neutral
5609,632148440919633920,neutral
5610,632152634523152384,neutral
5611,632154418096545792,neutral
5612,632154435632824321,neutral
5613,632156553467031553,neutral
5614,632160567357276160,neutral
5615,632163049345011712,neutral
5616,632163456431575040,positive
5617,632164062110085120,neutral
5618,632165151991578624,positive
5619,632167348951252992,neutral
5620,632170000439119872,positive
5621,632173954699014144,neutral
5622,632175020505235458,positive
5623,632176669457944577,neutral
5624,632177173051346944,neutral
5625,632177495610130432,neutral
5626,632178020288196608,positive
5627,632181724265488384,positive
5628,632183510183362560,negative
5629,632184911970050048,negative
5630,632189113727385600,neutral
5631,632189113727385600,positive
5632,632189756575731712,neutral
5633,632189973614170112,neutral
5634,632193547798716417,positive
5635,632193839843930112,positive
5636,632193978276839426,neutral
5637,632194511456878592,positive
5638,632196235349221376,positive
5639,632197216409530368,positive
5640,632201213463916544,neutral
5641,632202623370821632,neutral
5642,632203712845479936,neutral
5643,632203849177133057,positive
5644,632205270551126017,positive
5645,632205335806083072,positive
5646,632205899566714881,positive
5647,632206813107212288,positive
5648,632207229081534464,neutral
5649,632207627523616768,neutral
5650,632208239577407489,neutral
5651,632208299446943744,neutral
5652,632208323627098112,neutral
5653,632209254234128389,neutral
5654,632209682677940224,positive
5655,632210953417920512,neutral
5656,632211616331886592,neutral
5657,632212642862604288,neutral
5658,632213741858357248,positive
5659,632217761700315136,neutral
5660,632218796296568832,neutral
5661,632218914114641924,neutral
5662,632218984838893568,neutral
5663,632219304382103552,neutral
5664,632220733771509760,neutral
5665,632222670977826817,positive
5666,632225769335488512,positive
5667,632227023423827968,positive
5668,632227252504129537,positive
5669,632229270169997312,neutral
5670,632229396175323136,neutral
5671,632229794868936704,positive
5672,632231564609519616,positive
5673,632231623728107520,positive
5674,632233704094629888,neutral
5675,632234348972937217,neutral
5676,632234902382071808,neutral
5677,632235484861763585,neutral
5678,632235934751326208,positive
5679,632237370314784768,negative
5680,632238225692753920,positive
5681,632240258613161984,negative
5682,632244608253206529,positive
5683,632244998419914753,negative
5684,632245228515270657,positive
5685,632245560536383488,neutral
5686,632246332783218689,negative
5687,632246455017693188,neutral
5688,632246924503085056,positive
5689,632248248787406849,positive
5690,632250794948096000,positive
5691,632252665859338240,positive
5692,632253827710758913,neutral
5693,632258739144294400,positive
5694,632259082301345792,neutral
5695,632260433399947264,neutral
5696,632260758366224384,negative
5697,632261750046461952,neutral
5698,632262592879202304,negative
5699,632263214768746496,positive
5700,632264862412984320,neutral
5701,632267374603821056,neutral
5702,632267462797598721,neutral
5703,632269216427540480,neutral
5704,632270529479643136,neutral
5705,632273972487319552,neutral
5706,632279599280484352,positive
5707,632280138357473280,neutral
5708,632280771726843904,positive
5709,632282119616765952,positive
5710,632282822540062720,neutral
5711,632283359662723072,neutral
5712,632284248305745920,positive
5713,632286585652969472,positive
5714,632287721269018624,neutral
5715,632289211404656640,positive
5716,632291081938407424,positive
5717,632294386185932801,negative
5718,632294931437101057,neutral
5719,632297302040838149,positive
5720,632300065080639489,neutral
5721,632300095497744384,negative
5722,632300401967124480,neutral
5723,632301149773824004,positive
5724,632301613722394624,neutral
5725,632304570157395968,neutral
5726,632305118835159041,neutral
5727,632308132660801536,negative
5728,632308777941864448,positive
5729,632310356841467905,neutral
5730,632311256834273280,neutral
5731,632313719112994816,neutral
5732,632314565208870912,negative
5733,632315664821305348,neutral
5734,632316508266491904,neutral
5735,632317819372367872,neutral
5736,632320605073883137,positive
5737,632321976162365440,neutral
5738,632323373377449984,neutral
5739,632323477408714752,positive
5740,632324607308132352,positive
5741,632326285633519616,positive
5742,632328502243516416,negative
5743,632329791174234112,neutral
5744,632330405669150720,positive
5745,632333893501255680,positive
5746,632334164717473793,negative
5747,632335801221681153,positive
5748,632336283235303424,positive
5749,632336767056781312,negative
5750,632338922090143745,positive
5751,632341489775955968,neutral
5752,632341701659639808,neutral
5753,632341871591866369,positive
5754,632342129621225472,positive
5755,632342377433317376,positive
5756,632344773337174018,negative
5757,632346626695266304,positive
5758,632347442986532864,positive
5759,632348220757180416,neutral
5760,632349219412660225,neutral
5761,632350743349956608,positive
5762,632352246844534784,positive
5763,632352898739933184,positive
5764,632353304173899777,neutral
5765,632354936949354497,neutral
5766,632356885425876992,neutral
5767,632357242105237504,neutral
5768,632359397595811840,positive
5769,632360450823462912,neutral
5770,632360490149281792,positive
5771,632361563920420864,neutral
5772,632361689162366976,neutral
5773,632364344903340032,negative
5774,632364625011548160,positive
5775,632366280436248576,neutral
5776,632366406416207872,negative
5777,632366424984412160,negative
5778,632366674780405760,neutral
5779,632368089603178496,neutral
5780,632368285321961473,neutral
5781,632370202819330048,neutral
5782,632370445745041408,neutral
5783,632373863725314048,neutral
5784,632374630053883904,neutral
5785,632376381754769408,positive
5786,632376424385613824,negative
5787,632377466581970944,positive
5788,632383016292106240,neutral
5789,632384617778122752,neutral
5790,632385010692001792,neutral
5791,632385687921291265,neutral
5792,632386796635205634,neutral
5793,632387282129911808,neutral
5794,632392522199764992,neutral
5795,632392973548830722,neutral
5796,632397897183686656,neutral
5797,632399499780984832,positive
5798,632401597411135489,positive
5799,632402150946041856,positive
5800,632402315283197952,negative
5801,632402693676531713,neutral
5802,632402791789559809,neutral
5803,632403214076215296,neutral
5804,632405309584072704,neutral
5805,632409516064137216,negative
5806,632410544583131137,positive
5807,632411635626348544,neutral
5808,632412108576063488,neutral
5809,632412137449721856,neutral
5810,632412702514638848,neutral
5811,632413521251168256,neutral
5812,632414515246690304,negative
5813,632418197749280768,neutral
5814,632418895232565248,positive
5815,632419042863792128,positive
5816,632419088552304640,neutral
5817,632422607560663040,neutral
5818,632424671187632128,positive
5819,632425703745679360,neutral
5820,632426223969267712,negative
5821,632427500354666496,neutral
5822,632427697617129472,positive
5823,632429707498229760,neutral
5824,632434568994271234,positive
5825,632435395460902912,positive
5826,632437673794244608,negative
5827,632437673794244608,neutral
5828,632440388905668608,neutral
5829,632448981679915008,positive
5830,632449489890996224,neutral
5831,632452952767131648,neutral
5832,632453926718074880,positive
5833,632454446283366400,neutral
5834,632456490977243136,neutral
5835,632460608852463617,neutral
5836,632462356459597824,positive
5837,632466111682863104,positive
5838,632470025455013888,positive
5839,632475975155101696,negative
5840,632476613624614912,positive
5841,632477833235795968,positive
5842,632478147309649920,positive
5843,632482874839580672,neutral
5844,632485299617185792,neutral
5845,632485890581905408,negative
5846,632489882418552832,neutral
5847,632491184280207360,neutral
5848,632494065813188608,negative
5849,632498842965925888,negative
5850,632502148127850496,positive
5851,632507796458704896,negative
5852,632516930428137472,neutral
5853,632518073656868864,negative
5854,632530936865914880,positive
5855,632531693656797184,neutral
5856,632537401869660160,negative
5857,632540243732791298,neutral
5858,632541049483825152,positive
5859,632543005635911680,neutral
5860,632543977611362304,neutral
5861,632547651893002240,negative
5862,632548470663041024,negative
5863,632550254420717569,positive
5864,632559411886624768,positive
5865,632561199264202753,positive
5866,632563825405992960,negative
5867,632564412054765570,neutral
5868,632564948376375296,neutral
5869,632568845182472192,positive
5870,632569152230830080,positive
5871,632578471424880641,positive
5872,632579065837416452,positive
5873,632581284984979456,neutral
5874,632581583979986945,negative
5875,632582383829651456,positive
5876,632582805038325760,neutral
5877,632587422338019329,neutral
5878,632587869714907137,negative
5879,632587938203856896,positive
5880,632592831438323712,positive
5881,632598338479783936,positive
5882,632598686871220224,positive
5883,632598778038591488,positive
5884,632601259921547264,neutral
5885,632604774202871808,neutral
5886,632607023604068352,neutral
5887,632607314202128384,neutral
5888,632607521279209472,neutral
5889,632609618078863360,neutral
5890,632609747686981632,positive
5891,632613126672773121,neutral
5892,632616013796896768,neutral
5893,632616101587775488,neutral
5894,632618631172620288,positive
5895,632619449653157888,neutral
5896,632619893351936000,positive
5897,632623873649954816,neutral
5898,632626533023248384,neutral
5899,632632883262455816,negative
5900,632636412450484224,neutral
5901,632636515127050240,positive
5902,632640336389652480,neutral
5903,632645187995574272,neutral
5904,632653322902630401,positive
5905,632656929697849344,positive
5906,632658792111411201,neutral
5907,632661870634119168,neutral
5908,632662000502501376,positive
5909,632662555085942784,neutral
5910,632663620128739328,positive
5911,632668447483293696,neutral
5912,632668488486752257,neutral
5913,632668583890415616,neutral
5914,632669640267812864,negative
5915,632670751586451456,positive
5916,632672466398089216,neutral
5917,632675793743777797,positive
5918,632677903118008320,negative
5919,632679480356507648,positive
5920,632684945689956352,neutral
5921,632685019727810560,neutral
5922,632687271142117376,neutral
5923,632687888552099840,neutral
5924,632690351199944704,neutral
5925,632690638706880512,neutral
5926,632691797458747392,negative
5927,632692242684186624,neutral
5928,632692309256044544,neutral
5929,632692623040487424,neutral
5930,632694145216180224,positive
5931,632694613124476932,neutral
5932,632695375145492480,negative
5933,632696662490615808,neutral
5934,632697398888935424,negative
5935,632704212598591488,negative
5936,632706150513942533,positive
5937,632706695517601792,positive
5938,632706771686178816,neutral
5939,632709276105052160,neutral
5940,632710905260810240,neutral
5941,632717075581173760,neutral
5942,632720079801683968,neutral
5943,632720847019470848,neutral
5944,632724015157800960,negative
5945,632728669383823360,positive
5946,632732914891886592,neutral
5947,632733975069491200,neutral
5948,632735886770339840,positive
5949,632738115300397056,neutral
5950,632740989430550529,positive
5951,632741860520370176,neutral
5952,632744019391418368,positive
5953,632744947259543552,neutral
5954,632746888849170432,neutral
5955,632747132869472256,negative
5956,632748297602605056,positive
5957,632749342290391040,neutral
5958,632753705335586816,neutral
5959,632754775705153536,neutral
5960,632755812440612864,neutral
5961,632757680625598465,neutral
5962,632758175238746113,positive
5963,632758625640030208,positive
5964,632762365340176384,positive
5965,632763319212994560,neutral
5966,632764546734792704,neutral
5967,632764872552378368,positive
5968,632766299446362113,neutral
5969,632766792876851200,positive
5970,632767747311570944,positive
5971,632770318793207808,neutral
5972,632771386029834240,positive
5973,632771544222052352,positive
5974,632771898904940545,positive
5975,632772150932279296,neutral
5976,632772361196933120,positive
5977,632772733550612480,positive
5978,632776706697351168,neutral
5979,632776973845180416,neutral
5980,632778622550433792,neutral
5981,632780540878454784,neutral
5982,632785172199444480,neutral
5983,632787166901309440,neutral
5984,632787432459608064,negative
5985,632791024658591744,negative
5986,632791449638187008,neutral
5987,632791924831727617,neutral
5988,632793449268387840,neutral
5989,632794011003170816,neutral
5990,632799994018402304,positive
5991,632804044369604610,positive
5992,632804079958409216,neutral
5993,632805006064807938,neutral
5994,632813678950223872,neutral
5995,632814212478279680,negative
5996,632819047558615040,positive
5997,632820878670041088,positive
5998,632822560837636096,positive
5999,632823650438238208,neutral
6000,632827695898869760,positive
6001,632842872253992960,positive
6002,632851373495726080,positive
6003,632856398842433536,neutral
6004,632860163079188480,neutral
6005,632863554928926720,positive
6006,632865768078622720,neutral
6007,632866606775959552,neutral
6008,632869579866435584,positive
6009,632870859292602368,positive
6010,632872921774575616,negative
6011,632874703237943298,positive
6012,632877462096101376,positive
6013,632878170543398912,positive
6014,632878219058880512,positive
6015,632878219058880512,positive
6016,632885832794415104,neutral
6017,632886055306264576,neutral
6018,632891675627548675,neutral
6019,632894716468699136,neutral
6020,632898621654962180,neutral
6021,632902109277454337,neutral
6022,632908123100041216,neutral
6023,632908226720215040,neutral
6024,632916568750596098,positive
6025,632916721486180352,positive
6026,632919335606992896,negative
6027,632927436523597824,negative
6028,632929590013505536,negative
6029,632933339557703680,neutral
6030,632934794842669056,positive
6031,632935771763138560,negative
6032,632939160098050048,neutral
6033,632939180797087744,neutral
6034,632939344433651713,positive
6035,632941407708295168,neutral
6036,632947456842551296,positive
6037,632948634821201920,neutral
6038,632948718162051072,neutral
6039,632949477838426113,neutral
6040,632950410135883776,neutral
6041,632951322950561792,neutral
6042,632951489183387652,neutral
6043,632951965996187649,neutral
6044,632953940473212928,negative
6045,632960625724014592,neutral
6046,632960953383026688,neutral
6047,632961670877343744,positive
6048,632965429456039936,neutral
6049,632970335915241472,neutral
6050,632970552118931456,neutral
6051,632970759971950592,positive
6052,632971579367030784,positive
6053,632971809802047488,positive
6054,632972315496697856,neutral
6055,632974842204024832,neutral
6056,632975866167824385,neutral
6057,632977633140080640,positive
6058,632977936187027457,neutral
6059,632978877963464709,positive
6060,632979118737498113,positive
6061,632979275654823936,neutral
6062,632981077179691009,positive
6063,632981130132721664,neutral
6064,632981254489681920,neutral
6065,632981927545454592,positive
6066,632981968758505472,neutral
6067,632982121812992000,neutral
6068,632982243552722944,neutral
6069,632982265958670336,neutral
6070,632982302201483264,neutral
6071,632982316051140608,neutral
6072,632982327941926912,neutral
6073,632982538001121280,neutral
6074,632982549430534144,negative
6075,632982550265372672,negative
6076,632982572444844033,neutral
6077,632982650106576900,neutral
6078,632982709464363008,positive
6079,632982777244327937,neutral
6080,632982944672579584,neutral
6081,632983024293031936,negative
6082,632983061064511492,neutral
6083,632983292594229248,positive
6084,632983300047409152,neutral
6085,632983564628434944,negative
6086,632983678520569856,neutral
6087,632983733667147776,positive
6088,632983745130205184,neutral
6089,632983825228808192,neutral
6090,632983880459526144,neutral
6091,632984010839457792,negative
6092,632984127277539328,neutral
6093,632984135204601856,positive
6094,632984244655136768,neutral
6095,632984249751089152,negative
6096,632984279446892544,neutral
6097,632984374024237057,neutral
6098,632984508418015232,neutral
6099,632984594204135424,neutral
6100,632984684356575232,positive
6101,632984693600878593,neutral
6102,632985070278721536,positive
6103,632985494025019392,neutral
6104,632985524282724353,neutral
6105,632985748640301056,negative
6106,632985808899833858,neutral
6107,632985984850919424,neutral
6108,632986127666966528,positive
6109,632986315936690176,neutral
6110,632986702747865088,positive
6111,632986911704023040,neutral
6112,632988015149883392,positive
6113,632988099270836228,neutral
6114,632989484162883587,positive
6115,632989510066962432,positive
6116,632990620110483457,neutral
6117,632992633158176768,neutral
6118,632993574062280705,positive
6119,632993602667446273,positive
6120,632994412935557120,positive
6121,632994420292366336,positive
6122,632995082598158337,neutral
6123,632995633658523648,positive
6124,632996198878703616,negative
6125,632996471294554112,neutral
6126,632996583764791296,negative
6127,632998224933068800,neutral
6128,632998652013883392,positive
6129,632999100917547008,neutral
6130,632999813131468800,positive
6131,633000573248258049,neutral
6132,633001118000394241,positive
6133,633001534465294337,negative
6134,633001722034683905,neutral
6135,633002120128634880,positive
6136,633002377755394048,positive
6137,633003503124893700,neutral
6138,633005347549118464,neutral
6139,633006806709764096,positive
6140,633008609861988352,positive
6141,633011683980668928,neutral
6142,633012359439626240,neutral
6143,633012740202864640,neutral
6144,633013253896032256,positive
6145,633013421223510016,neutral
6146,633014385112449024,neutral
6147,633016649784758272,neutral
6148,633017651355234304,positive
6149,633018711696384000,neutral
6150,633019212718600192,negative
6151,633020346359259136,neutral
6152,633021166597349376,neutral
6153,633021791666053120,positive
6154,633022008494657536,positive
6155,633022026551267329,positive
6156,633022217014628352,neutral
6157,633024280251334656,positive
6158,633024975297974272,positive
6159,633026914387668992,negative
6160,633027812362964992,neutral
6161,633027978432282624,neutral
6162,633029400745889792,neutral
6163,633030918207238144,neutral
6164,633031762281541632,positive
6165,633031825862975488,positive
6166,633033704097624064,neutral
6167,633037224133677056,positive
6168,633037844433510404,negative
6169,633037873680355328,neutral
6170,633037942441775104,positive
6171,633037994283241472,neutral
6172,633038007109582848,neutral
6173,633038239151038464,neutral
6174,633039366579879936,neutral
6175,633039727499718656,neutral
6176,633040172263669760,neutral
6177,633040641686114304,positive
6178,633041437756641285,positive
6179,633042113882664961,neutral
6180,633042755552305152,neutral
6181,633043669365485568,negative
6182,633044588677189632,negative
6183,633044940017152000,neutral
6184,633045913230032897,negative
6185,633047074792165377,neutral
6186,633047835408269312,neutral
6187,633049083717025792,neutral
6188,633049113232281601,positive
6189,633049534407540740,neutral
6190,633050057982496768,positive
6191,633052925665914880,neutral
6192,633053651834118144,positive
6193,633054842936688640,neutral
6194,633055384278712320,neutral
6195,633055505557024768,positive
6196,633060752761352192,neutral
6197,633063647661658112,positive
6198,633064537005101056,neutral
6199,633064603832881152,neutral
6200,633066905415364608,positive
6201,633068856806875136,neutral
6202,633068940491538432,positive
6203,633071213099618304,neutral
6204,633071701505392640,positive
6205,633072855132073985,positive
6206,633073599738351617,negative
6207,633074481376985088,positive
6208,633075089509122048,negative
6209,633076792790618114,positive
6210,633085876474642432,positive
6211,633086055361740800,neutral
6212,633086200383799297,neutral
6213,633087922816843781,positive
6214,633088443581509632,positive
6215,633088973468930052,neutral
6216,633090330716434433,neutral
6217,633091309037862912,positive
6218,633091795757330432,negative
6219,633092807591268352,neutral
6220,633093123753816064,neutral
6221,633098346945646592,neutral
6222,633103265618460673,negative
6223,633104751530389505,neutral
6224,633106438110380033,neutral
6225,633106722018709504,positive
6226,633108551880192000,neutral
6227,633109151770615808,positive
6228,633109993668145152,positive
6229,633110825289449472,positive
6230,633112298316402688,positive
6231,633112305694146560,positive
6232,633113494313955328,positive
6233,633120950532358144,neutral
6234,633122354307043328,positive
6235,633122486675050496,neutral
6236,633126582899621888,neutral
6237,633127161591898112,positive
6238,633127513783300096,positive
6239,633128511067164673,positive
6240,633131578453946368,positive
6241,633131867731066880,neutral
6242,633134027466244096,neutral
6243,633138864345907200,positive
6244,633139669841018880,neutral
6245,633145846532567040,negative
6246,633146510994219008,positive
6247,633150684246904833,positive
6248,633151716192485376,neutral
6249,633153627251539968,positive
6250,633153964263895040,neutral
6251,633160367980478464,neutral
6252,633160962468515841,neutral
6253,633166934415159296,neutral
6254,633170173474807808,negative
6255,633172548214128640,neutral
6256,633173753472622592,negative
6257,633173918996525056,neutral
6258,633174842938904576,neutral
6259,633178106547712001,neutral
6260,633180743238217728,neutral
6261,633184120902778880,neutral
6262,633186729294323712,positive
6263,633187114029580288,negative
6264,633194606222516225,positive
6265,633196921784549380,positive
6266,633200835648987137,neutral
6267,633203456640073729,positive
6268,633208754784223233,neutral
6269,633212613510451200,negative
6270,633214564910432256,positive
6271,633216192405090304,positive
6272,633220035041984512,positive
6273,633226242901286912,negative
6274,633226404222603264,negative
6275,633235013841088512,positive
6276,633240762042290177,positive
6277,633241229233405954,positive
6278,633244513796943872,neutral
6279,633245420353941504,neutral
6280,633249128907194368,neutral
6281,633249312558854144,neutral
6282,633250053960765440,neutral
6283,633256540238012416,negative
6284,633258861839814656,positive
6285,633259288358715392,positive
6286,633259330595373056,neutral
6287,633263262352691200,negative
6288,633269395486195712,neutral
6289,633272069585633280,negative
6290,633273286038802432,neutral
6291,633278109819629568,neutral
