Unnamed: 0,Topic,Sentiment,TweetId,TweetDate,TweetText,VADER_Score,VADER_Compound,VADER_Sentiment,SentiStrengthSentiment,SentiStrengthScore,BERTSentiment2,BERTDetails2,BERTSentiment3,BERTDetails3
625,apple,neutral,1.26096e+17,Tue Oct 18 00:43:15 +0000 2011,"Upgrading my #iPad to #iOS5. When @Apple said it could take a couple of hours to install and restore it, they weren't kidding.","{'neg': 0.053, 'neu': 0.857, 'pos': 0.09, 'compound': 0.2273}",0.2273,Positive,Neutral,0,Negative,"tensor([[-0.2733,  0.7176, -0.5130]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.1608,  0.5425, -0.0585]], grad_fn=<AddmmBackward>)"
626,apple,neutral,1.26094e+17,Tue Oct 18 00:37:00 +0000 2011,"Yeah, there's no @apple twitter account.","{'neg': 0.262, 'neu': 0.476, 'pos': 0.262, 'compound': 0.0}",0.0,Neutral,Neutral,0,Neutral,"tensor([[-0.2686,  0.3652, -0.3290]], grad_fn=<AddmmBackward>)",Negative,"tensor([[-0.4680,  0.0544, -0.1639]], grad_fn=<AddmmBackward>)"
627,apple,neutral,1.26094e+17,Tue Oct 18 00:35:33 +0000 2011,POLL: http://t.co/Wu6EsvT5 Q:Should @Microsoft consider making its own hardware for #Windows like @Apple does? #Microsoft #Windows #Appl ...,"{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.3612}",0.3612,Positive,Positive,1,Neutral,"tensor([[-0.5284,  0.0909, -0.2203]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.3463, -0.1012, -0.0014]], grad_fn=<AddmmBackward>)"
628,apple,neutral,1.26094e+17,Tue Oct 18 00:35:33 +0000 2011,POLL: http://t.co/tZBleGaQ Q:Should @Microsoft consider making its own hardware for #Windows like @Apple does? #Microsoft #Windows #Appl ...,"{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.3612}",0.3612,Positive,Positive,1,Neutral,"tensor([[-0.2399,  0.5069, -0.0294]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.0736,  0.1247, -0.3535]], grad_fn=<AddmmBackward>)"
629,apple,neutral,1.26092e+17,Tue Oct 18 00:27:01 +0000 2011,@ATTCustomerCare @att @apple I already have an ATT wireless line. Can I buy a factory unlocked iPhone 4S with my contract?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Neutral,0,Neutral,"tensor([[-0.3974,  0.5202, -0.2406]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.2061,  0.2426, -0.0257]], grad_fn=<AddmmBackward>)"
630,apple,neutral,1.2609e+17,Tue Oct 18 00:18:49 +0000 2011,Lol bet that Android couldnt do that  RT @ceejay3k: I promise this iPhone been at 1% battery for the last 3 hours. I see you @apple.,"{'neg': 0.0, 'neu': 0.825, 'pos': 0.175, 'compound': 0.6249}",0.6249,Positive,Positive,1,Neutral,"tensor([[-0.4134,  0.4665, -0.2570]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.2890, -0.0298, -0.5061]], grad_fn=<AddmmBackward>)"
631,apple,neutral,1.26089e+17,Tue Oct 18 00:16:57 +0000 2011,I promise this iPhone been at 1% battery for the last 3 hours. I see you @apple.,"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.3182}",0.3182,Positive,Positive,1,Neutral,"tensor([[-0.1134,  0.8556, -0.3491]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.0910, -0.1939, -0.1979]], grad_fn=<AddmmBackward>)"
632,apple,neutral,1.26088e+17,Tue Oct 18 00:11:10 +0000 2011,@APPLE freaks is Siri available for Iphone 4 yet?,"{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.1027}",-0.1027,Negative,Negative,-1,Neutral,"tensor([[ 0.2981,  0.4286, -0.5252]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.3798,  0.3272, -0.2049]], grad_fn=<AddmmBackward>)"
633,apple,neutral,1.26087e+17,Tue Oct 18 00:05:51 +0000 2011,#Iphone5 can you please make The battery last longer thanks @Apple,"{'neg': 0.0, 'neu': 0.634, 'pos': 0.366, 'compound': 0.6369}",0.6369,Positive,Positive,1,Negative,"tensor([[-0.3138,  0.5836,  0.1499]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.0465, -0.1372,  0.2816]], grad_fn=<AddmmBackward>)"
634,apple,neutral,1.26082e+17,Mon Oct 17 23:47:01 +0000 2011,Hey @apple next update can we get an emoji that's pointing the middle finger please?? Thanx!!,"{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.5013}",0.5013,Positive,Positive,2,Neutral,"tensor([[-0.1299,  0.9551, -0.6358]], grad_fn=<AddmmBackward>)",Negative,"tensor([[-0.3100,  0.2720,  0.2895]], grad_fn=<AddmmBackward>)"
635,apple,neutral,1.2608e+17,Mon Oct 17 23:38:25 +0000 2011,U know the @apple company are giving out 500 iPads because Steve jobs past away,"{'neg': 0.0, 'neu': 0.854, 'pos': 0.146, 'compound': 0.34}",0.34,Positive,Neutral,0,Neutral,"tensor([[-0.1466,  0.4433, -0.1921]], grad_fn=<AddmmBackward>)",Negative,"tensor([[-0.6128, -0.4165,  0.0062]], grad_fn=<AddmmBackward>)"
636,apple,neutral,1.26079e+17,Mon Oct 17 23:34:07 +0000 2011,Found out the hard way today that @webex does not work with @apple ios5 yet when you are following a link for a meeting..,"{'neg': 0.057, 'neu': 0.943, 'pos': 0.0, 'compound': -0.1027}",-0.1027,Negative,Neutral,0,Neutral,"tensor([[ 0.2339,  0.5248, -0.7073]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.3462,  0.0456,  0.0531]], grad_fn=<AddmmBackward>)"
637,apple,neutral,1.26073e+17,Mon Oct 17 23:12:34 +0000 2011,"RT @shanmoorthy: Next year is going to be really interesting in tech as @Google, @Amazon, @Facebook and @Apple vie for new growth areas  ...","{'neg': 0.0, 'neu': 0.742, 'pos': 0.258, 'compound': 0.7425}",0.7425,Positive,Neutral,0,Neutral,"tensor([[-0.1258,  0.5702, -0.3209]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.3523,  0.3000, -0.3801]], grad_fn=<AddmmBackward>)"
638,apple,neutral,1.26072e+17,Mon Oct 17 23:08:13 +0000 2011,Saw that @apple is covered with msgs 4 steve jobs. Nice to kno ppl r still saying #thankyousteve,"{'neg': 0.0, 'neu': 0.859, 'pos': 0.141, 'compound': 0.4215}",0.4215,Positive,Positive,1,Neutral,"tensor([[-0.0083,  0.5163, -0.8392]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.1114,  0.1029, -0.2163]], grad_fn=<AddmmBackward>)"
639,apple,neutral,1.26071e+17,Mon Oct 17 23:04:44 +0000 2011,"iPhone 4 S now RESERVATION only, if you want to buy it in an @apple store tomorrow you have to reserve online after 9pm tonight","{'neg': 0.0, 'neu': 0.949, 'pos': 0.051, 'compound': 0.0772}",0.0772,Positive,Neutral,0,Neutral,"tensor([[ 0.1527,  0.3447, -0.1167]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.7662,  0.2350,  0.2849]], grad_fn=<AddmmBackward>)"
640,apple,neutral,1.26069e+17,Mon Oct 17 22:55:58 +0000 2011,@apple must be launching a #searchengine - imminent surely. #AppleSearch #AppleCore #bigapple haha! Please be the latter,"{'neg': 0.0, 'neu': 0.622, 'pos': 0.378, 'compound': 0.8172}",0.8172,Positive,Positive,2,Neutral,"tensor([[-0.6954, -0.1500, -0.4524]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.3715, -0.4699, -0.4520]], grad_fn=<AddmmBackward>)"
641,apple,neutral,1.26067e+17,Mon Oct 17 22:48:08 +0000 2011,"@FastCompany - The Great Tech War Of 2012: @Apple, @Facebook, @Google, and @Amazon duking it out - http://t.co/HXsAlzPv via @ADerricks","{'neg': 0.146, 'neu': 0.637, 'pos': 0.217, 'compound': 0.2263}",0.2263,Positive,Neutral,0,Neutral,"tensor([[-0.5611,  0.4979, -0.3173]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[ 0.1608, -0.0488, -0.0361]], grad_fn=<AddmmBackward>)"
642,apple,neutral,1.26066e+17,Mon Oct 17 22:45:59 +0000 2011,Apple sold 4 million iPhone 4S units on first weekend - Appletell: http://t.co/vs5r1oox #iPhone4S @Apple #fb,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Neutral,0,Neutral,"tensor([[ 0.4806,  0.7260, -0.5025]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.5241,  0.2181,  0.0827]], grad_fn=<AddmmBackward>)"
643,apple,neutral,1.26066e+17,Mon Oct 17 22:44:07 +0000 2011,@SteveJobs : @Twitter overwhelmed by reaction to @Apple founder's death - Telegraph http://t.co/tqF6pjf5,"{'neg': 0.242, 'neu': 0.683, 'pos': 0.075, 'compound': -0.5719}",-0.5719,Negative,Negative,-2,Neutral,"tensor([[ 0.3600,  0.6341, -0.1820]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.6941, -0.0858,  0.3354]], grad_fn=<AddmmBackward>)"
644,apple,neutral,1.26066e+17,Mon Oct 17 22:42:19 +0000 2011,"@Apple please put the Tab button back in Pages for iPad. That hold my finger down, wait for the insert tab, then touch that for the tab. SMH","{'neg': 0.097, 'neu': 0.83, 'pos': 0.073, 'compound': -0.186}",-0.18600000000000005,Negative,Positive,1,Neutral,"tensor([[-0.4111,  0.2652, -0.5531]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.6403,  0.0068,  0.1646]], grad_fn=<AddmmBackward>)"
645,apple,neutral,1.26061e+17,Mon Oct 17 22:25:02 +0000 2011,Apple shares hit new all-time intraday high: http://t.co/uY35rrRU #win @Apple,"{'neg': 0.0, 'neu': 0.571, 'pos': 0.429, 'compound': 0.7184}",0.7184,Positive,Neutral,0,Neutral,"tensor([[-0.0579,  0.5548,  0.1693]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.1874, -0.1475, -0.1292]], grad_fn=<AddmmBackward>)"
646,apple,neutral,1.26057e+17,Mon Oct 17 22:09:58 +0000 2011,RT @FaithMcNally: @RhiannaRaee hanging @apple in tacoma listening to the beatles!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Positive,1,Neutral,"tensor([[-0.4589,  0.2750, -0.4442]], grad_fn=<AddmmBackward>)",Negative,"tensor([[-0.1449,  0.0973, -0.4003]], grad_fn=<AddmmBackward>)"
647,apple,neutral,1.26057e+17,Mon Oct 17 22:08:11 +0000 2011,@RhiannaRaee hanging @apple in tacoma listening to the beatles!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Positive,1,Neutral,"tensor([[ 0.2845,  0.6547, -0.4712]], grad_fn=<AddmmBackward>)",Negative,"tensor([[ 0.1206,  0.0099, -0.2687]], grad_fn=<AddmmBackward>)"
648,apple,neutral,1.26056e+17,Mon Oct 17 22:03:58 +0000 2011,In front of the @apple store. So many blue shirts I feel like I'm at a smurf reunion. #iPhone4S,"{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.3612}",0.3612,Positive,Positive,1,Neutral,"tensor([[-0.0185, -0.1069, -0.8785]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.3168, -0.2863, -0.0941]], grad_fn=<AddmmBackward>)"
649,apple,neutral,1.26055e+17,Mon Oct 17 22:00:28 +0000 2011,"A must read article on @fastcompany about @Apple, @Facebook, @Google, and @Amazon technology war in 2012  http://t.co/nxc7Wo4S","{'neg': 0.189, 'neu': 0.728, 'pos': 0.083, 'compound': -0.4939}",-0.4939,Negative,Negative,-2,Neutral,"tensor([[ 0.0473,  0.8362, -0.1452]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.2504,  0.1834, -0.1909]], grad_fn=<AddmmBackward>)"
650,apple,neutral,1.26054e+17,Mon Oct 17 21:57:04 +0000 2011,@cnbcfastmomey what price should I sell @apple for,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Neutral,0,Neutral,"tensor([[ 0.3630,  0.6873, -0.6004]], grad_fn=<AddmmBackward>)",Negative,"tensor([[0.0557, 0.2024, 0.1169]], grad_fn=<AddmmBackward>)"
651,apple,neutral,1.26053e+17,Mon Oct 17 21:51:08 +0000 2011,"Hey @Apple, when did you hire @TheRock to tighten the screws on the bottom cases of your MacBook Pros?  #Ouch #NiceHire","{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.25}",-0.25,Negative,Positive,1,Neutral,"tensor([[ 0.0444,  1.0302, -0.3719]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.8475,  0.1580,  0.0188]], grad_fn=<AddmmBackward>)"
652,apple,neutral,1.26051e+17,Mon Oct 17 21:46:05 +0000 2011,#SteveJobs memorial at the Leawood @Apple store. http://t.co/UVgb05G6,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Neutral,0,Neutral,"tensor([[-0.1385,  0.8218, -0.8569]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.4410,  0.1103, -0.3483]], grad_fn=<AddmmBackward>)"
653,apple,neutral,1.2605e+17,Mon Oct 17 21:38:51 +0000 2011,Hey @apple why is Siri not available for the Mac?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Positive,1,Neutral,"tensor([[ 0.2298,  0.5457, -0.8049]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.0242,  0.0550,  0.3092]], grad_fn=<AddmmBackward>)"
654,apple,neutral,1.26044e+17,Mon Oct 17 21:17:30 +0000 2011,"New phone is @apple, too bad im not going to get it till tommorrow, dont feel like driving to the mall AND GG is on tonight!!!","{'neg': 0.2, 'neu': 0.709, 'pos': 0.09, 'compound': -0.5504}",-0.5504,Negative,Positive,1,Neutral,"tensor([[-0.1082,  0.8968, -0.6270]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.2035,  0.4267,  0.2786]], grad_fn=<AddmmBackward>)"
655,apple,neutral,1.26044e+17,Mon Oct 17 21:16:59 +0000 2011,waiting for Jacob @fairview @apple storeee,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Positive,1,Neutral,"tensor([[-0.0335,  0.4196, -0.3140]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.1913,  0.2726, -0.3494]], grad_fn=<AddmmBackward>)"
656,apple,neutral,1.26043e+17,Mon Oct 17 21:10:50 +0000 2011,RT @DJTREBEL1: #fail i guess @apple didnt notify these clowns that the iPhone5 isnst out yet.... http://t.co/2yCDNt1B,"{'neg': 0.179, 'neu': 0.821, 'pos': 0.0, 'compound': -0.5423}",-0.5423,Negative,Negative,-2,Neutral,"tensor([[-0.4879,  0.5457, -0.1409]], grad_fn=<AddmmBackward>)",Positive,"tensor([[0.2421, 0.2827, 0.3559]], grad_fn=<AddmmBackward>)"
657,apple,neutral,1.26042e+17,Mon Oct 17 21:07:55 +0000 2011,#fail i guess @apple didnt notify these clowns that the iPhone5 isnst out yet.... http://t.co/2yCDNt1B,"{'neg': 0.2, 'neu': 0.8, 'pos': 0.0, 'compound': -0.5423}",-0.5423,Negative,Negative,-2,Neutral,"tensor([[-0.0618,  0.9393, -0.7358]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.4961,  0.1226, -0.2070]], grad_fn=<AddmmBackward>)"
658,apple,neutral,1.26042e+17,Mon Oct 17 21:07:06 +0000 2011,"#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/nDRpciY9 #PampersHelloApps","{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.6239}",0.6239,Positive,Positive,1,Neutral,"tensor([[ 0.1591,  0.8357, -0.2840]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.6439, -0.1530, -0.2509]], grad_fn=<AddmmBackward>)"
659,apple,neutral,1.2604e+17,Mon Oct 17 21:01:04 +0000 2011,iPhone 4S First Weekend Sales Top Four Million: http://t.co/Dm4acTYv via @Apple themselves. Big sales for the new phone.,"{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.2023}",0.2023,Positive,Neutral,0,Neutral,"tensor([[0.0781, 0.4141, 0.0860]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-1.0055, -0.0589, -0.2740]], grad_fn=<AddmmBackward>)"
660,apple,neutral,1.26031e+17,Mon Oct 17 20:26:57 +0000 2011,"@WIREDInsider beautiful, yes. though it simply reminds me of @apple's spinning wheel of death. clock, reinvented: http://t.co/tJcJAqfl","{'neg': 0.159, 'neu': 0.571, 'pos': 0.269, 'compound': 0.4019}",0.4019,Positive,Neutral,0,Neutral,"tensor([[ 0.1925,  0.8448, -0.4446]], grad_fn=<AddmmBackward>)",Negative,"tensor([[-0.3240, -0.0413, -0.1594]], grad_fn=<AddmmBackward>)"
661,apple,neutral,1.2603e+17,Mon Oct 17 20:21:30 +0000 2011,Dear @apple: Integrated tweeting in ios5 RAWKS. Plz consider adding @ and # lookup like @twitter app. Thx! http://t.co/5uHsTEPz,"{'neg': 0.0, 'neu': 0.62, 'pos': 0.38, 'compound': 0.8016}",0.8016,Positive,Positive,1,Neutral,"tensor([[ 0.2654,  0.5541, -0.0056]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.1892, -0.2090,  0.3840]], grad_fn=<AddmmBackward>)"
662,apple,neutral,1.26023e+17,Mon Oct 17 19:51:26 +0000 2011,Easiest way to use Evernote with iPhone 4S Siri. Just tell Siri to Email Evernote and say your note. @evernote @apple #evernote #siri,"{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.4215}",0.4215,Positive,Neutral,0,Neutral,"tensor([[-0.3975,  0.5105, -0.5998]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.1810, 0.2799, 0.2436]], grad_fn=<AddmmBackward>)"
663,apple,neutral,1.26021e+17,Mon Oct 17 19:47:06 +0000 2011,@Apple sells record 4M #iPhone4S phones in first 3 days!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Positive,1,Neutral,"tensor([[-0.0642,  0.0515, -0.4861]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.3333, -0.2005, -0.2807]], grad_fn=<AddmmBackward>)"
664,apple,neutral,1.26019e+17,Mon Oct 17 19:39:08 +0000 2011,@brady I am surprised @apple did not think of/anticipate that......,"{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.2263}",0.2263,Positive,Neutral,0,Neutral,"tensor([[-0.1975,  0.8021, -0.6838]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.2192, -0.0486, -0.5966]], grad_fn=<AddmmBackward>)"
665,apple,neutral,1.26019e+17,Mon Oct 17 19:35:35 +0000 2011,#iMessage is here wid iOS5 RIP #BBM @cultofmac @apple,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Negative,-1,Neutral,"tensor([[ 0.1280,  0.6119, -0.3202]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[ 0.1161,  0.2244, -0.5938]], grad_fn=<AddmmBackward>)"
666,apple,neutral,1.26018e+17,Mon Oct 17 19:32:02 +0000 2011,It's a good thing @apple has not came out with an iCar because I would be in line for one and im sure it would be expensive,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.6369}",0.6369,Positive,Neutral,0,Neutral,"tensor([[-0.0137,  0.7547, -0.3129]], grad_fn=<AddmmBackward>)",Negative,"tensor([[-0.2990,  0.2145, -0.1366]], grad_fn=<AddmmBackward>)"
667,apple,neutral,1.26016e+17,Mon Oct 17 19:27:28 +0000 2011,RT @carlmilner: RT @petapixel: iPhone 4S vs Canon 5D Mark II - A side-by-side comparison of 1080p HD video: http://t.co/qMyMIV7z &lt;&lt ...,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Neutral,0,Neutral,"tensor([[0.2942, 0.5359, 0.0114]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.9912, -0.1807, -0.0695]], grad_fn=<AddmmBackward>)"
668,apple,neutral,1.26016e+17,Mon Oct 17 19:27:06 +0000 2011,The iPhone update has segregated my contacts between iPhone users and non-iPhone users. They just had to call out those non-users @apple,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Neutral,0,Neutral,"tensor([[ 0.3428,  0.5464, -0.2957]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.0804, 0.0319, 0.1074]], grad_fn=<AddmmBackward>)"
669,apple,neutral,1.26015e+17,Mon Oct 17 19:20:06 +0000 2011,@apple @internode #icloud #ios5 #piracy omg no wonder ive used all my downloads!!,"{'neg': 0.188, 'neu': 0.812, 'pos': 0.0, 'compound': -0.4184}",-0.4184,Negative,Positive,2,Neutral,"tensor([[-0.0213,  0.7400, -0.6729]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.8582, -0.1354, -0.0655]], grad_fn=<AddmmBackward>)"
670,apple,neutral,1.26014e+17,Mon Oct 17 19:18:24 +0000 2011,@apple Iphone's & Ipad's beautiful technology but alltogether mainly a marketing platform. It's obscure is'nt it? Apple lost it's touch.,"{'neg': 0.126, 'neu': 0.769, 'pos': 0.105, 'compound': -0.128}",-0.128,Negative,Positive,2,Neutral,"tensor([[-0.5928,  0.6951, -0.6511]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.6830,  0.4102,  0.5288]], grad_fn=<AddmmBackward>)"
671,apple,neutral,1.26014e+17,Mon Oct 17 19:17:57 +0000 2011,@JarjarTee @apple That's really good. Makes you happy to pay the infamous @apple tax :),"{'neg': 0.063, 'neu': 0.493, 'pos': 0.444, 'compound': 0.8588}",0.8588,Positive,Neutral,0,Neutral,"tensor([[-0.1732,  0.9689, -0.0762]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.1852,  0.5170, -0.3402]], grad_fn=<AddmmBackward>)"
672,apple,neutral,1.26014e+17,Mon Oct 17 19:16:04 +0000 2011,Hall Pass had me rolling...... @Apple bee's lookin for nookie really,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Neutral,0,Neutral,"tensor([[-0.2782,  0.6017, -0.2051]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.4479, -0.3017,  0.3301]], grad_fn=<AddmmBackward>)"
673,apple,neutral,1.26013e+17,Mon Oct 17 19:12:55 +0000 2011,"@hanrahan52 @apple Don't say things you can't take back, Joel.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Neutral,0,Neutral,"tensor([[-2.4056e-01,  4.4394e-01, -4.3166e-04]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.3653,  0.1734, -0.1523]], grad_fn=<AddmmBackward>)"
674,apple,neutral,1.26013e+17,Mon Oct 17 19:11:39 +0000 2011,@coatgal @apple considering his circumstances - suffering faults on/off for long periods -They replaced his phone with a new as a  goodwill,"{'neg': 0.237, 'neu': 0.763, 'pos': 0.0, 'compound': -0.7351}",-0.7351,Negative,Negative,-3,Neutral,"tensor([[ 0.5472,  0.4381, -0.2092]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.5900,  0.3259, -0.5715]], grad_fn=<AddmmBackward>)"
675,apple,neutral,1.26012e+17,Mon Oct 17 19:09:44 +0000 2011,"@coatgal @apple Paul had a chat with an advisor explained the problem : cost £120 repair !!
BUT wait for it , drumroll . . . .","{'neg': 0.086, 'neu': 0.914, 'pos': 0.0, 'compound': -0.3472}",-0.3472,Negative,Negative,-2,Neutral,"tensor([[-0.3322,  0.1295, -0.7226]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[ 0.0610, -0.3280, -0.3184]], grad_fn=<AddmmBackward>)"
676,apple,neutral,1.26012e+17,Mon Oct 17 19:09:37 +0000 2011,"#Steve #Jobs #Tribute iPhone 4S Cases Now Available #iphonecases
http://t.co/2hyurIiq
#stevejobstributecases
@ikaveri @iamsrk @apple","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Neutral,0,Neutral,"tensor([[-0.4380,  0.5601, -0.9011]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.3563,  0.2403,  0.0884]], grad_fn=<AddmmBackward>)"
677,apple,neutral,1.26011e+17,Mon Oct 17 19:06:07 +0000 2011,"@coatgal had a really interestng experience up in the @Apple store though, Paul was with me up there, faulty #iphone4 - but out of warranty","{'neg': 0.064, 'neu': 0.936, 'pos': 0.0, 'compound': -0.1655}",-0.1655,Negative,Neutral,0,Neutral,"tensor([[-0.0426, -0.1319, -0.1561]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[ 0.1639,  0.1678, -0.1096]], grad_fn=<AddmmBackward>)"
678,apple,neutral,1.2601e+17,Mon Oct 17 19:03:32 +0000 2011,@apple @appstore @mac @iOs @Ipad @siri Will siri be available for iPad 2?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Neutral,0,Neutral,"tensor([[-0.1856,  0.2383,  0.0535]], grad_fn=<AddmmBackward>)",Negative,"tensor([[ 0.2825,  0.4450, -0.4042]], grad_fn=<AddmmBackward>)"
679,apple,neutral,1.26009e+17,Mon Oct 17 18:59:13 +0000 2011,Can this ho Siri update your tweets? cc: @apple @iPhone_News,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Neutral,0,Neutral,"tensor([[-0.0182,  0.7299, -0.2789]], grad_fn=<AddmmBackward>)",Negative,"tensor([[-0.4628, -0.1823,  0.4028]], grad_fn=<AddmmBackward>)"
680,apple,neutral,1.26009e+17,Mon Oct 17 18:56:48 +0000 2011,@Apple's Success is Also #Google's Gain as #Mobile #Advertising Balloons http://t.co/0400ynQY,"{'neg': 0.0, 'neu': 0.559, 'pos': 0.441, 'compound': 0.7964}",0.7964,Positive,Neutral,0,Neutral,"tensor([[-0.5385,  0.9779, -0.1290]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.1947, -0.3455, -0.1739]], grad_fn=<AddmmBackward>)"
681,apple,neutral,1.26008e+17,Mon Oct 17 18:52:32 +0000 2011,"@_alastair w/ respect, the old alternatives were talking to a computer in india or the geek squad. @apple does a pretty great job.","{'neg': 0.058, 'neu': 0.609, 'pos': 0.333, 'compound': 0.8625}",0.8625,Positive,Positive,3,Neutral,"tensor([[-0.6962,  0.6410, -0.3939]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.0600,  0.1259, -0.2783]], grad_fn=<AddmmBackward>)"
682,apple,neutral,1.26007e+17,Mon Oct 17 18:48:02 +0000 2011,"@jackiestone1 yes! Tech peeps talk so much about algorithms, but tech should always tie back to people. @apple proves this #imediasummit","{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.2828}",0.2828,Positive,Positive,1,Neutral,"tensor([[ 0.7384,  0.7847, -0.3997]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.4625,  0.1991, -0.6379]], grad_fn=<AddmmBackward>)"
