,Unnamed: 0,Unnamed: 0.1,Tweet ID,Sentiment,Tweet,trinary_sentiment,Bert Sentiment,SentiStrength Sentiment,SentiStrength Score
601,601,5760,632349219412660000,neutral,Scene in Straight Outta Compton of Ice Cube writing the script for Friday hilariously exemplifies how scattered the film's second half is.,1,positive,Positive,2
602,602,11678,638839299262300000,neutral,Real Madrid reportedly rule out signing De Gea in January; making me believe they're getting cold feet about this deal altogether.,1,neutral,Negative,-1
603,603,13627,640267086632087000,positive,Don't Forget: FREE YOGA at our Clarendon location tomorrow at 8:30 am! Enjoy a class with one of our staff members. http://t.co/oWL2i4Zpja,2,positive,Positive,2
604,604,6815,634154254006095000,positive,"""@miketothemee you got it, brother! Tune in Sunday to @SummerSlam where I think the Undertaker gets revenge on the beast Brock Lesnar!""",2,positive,Negative,-1
605,605,9358,637061315207393000,positive,Adele's new album will be released this November?!?! UMMM Yes please. This better be true! And she better not pull a Frank Ocean either.,2,positive,Positive,2
606,606,10242,637941685662654000,negative,"""@DanThaddeus You may be glad to see Christianity die. But Islam will replace it, not follow Christianity's  example. And then you may have..""",0,negative,Positive,1
607,607,16164,660674078936797000,neutral,@DisgustedNYer come on Leslie where is your Christmas spirit a miracle could happen tomorrow is Harvey day then the degromatior then Thor,1,neutral,Neutral,0
608,608,11958,639067075122597000,negative,going back to gay ass morton tomorrow,0,negative,Negative,-1
609,609,7576,635171834690990000,negative,I may have threw up in my mouth and screamed a little when the trailer came on before Paper Towns,0,negative,Negative,-3
610,610,13297,640016834939482000,neutral,@blakebastard did u hear the Oreos 3rd basemen Tom Brady is free!,1,neutral,Positive,1
611,611,14763,640975661612576000,positive,"""Let the Red Sox have their fun today like the O's did Friday,  Win the next two and go into NYY in first place.""",2,positive,Positive,1
612,612,8729,636344138326216000,negative,Prosecutors began reviewing evidence on Tuesday in the fatal crash involving Caitlyn Jenner: http://t.co/7TByQr8n4t,0,neutral,Negative,-2
613,613,18405,675901145227919000,positive,I should probs just kiss him cause we are gonna hang out tomorrow #MTVStars Lady Gaga,2,positive,Positive,1
614,614,16834,666104829425680000,positive,All I think about daily:  Connor ball #MTVStars The Vamps https://t.co/2Ox93VmSGP,2,neutral,Neutral,0
615,615,20389,681418365169184000,negative,Values learnt in starting never ends ... Mr Sanjay Nirupam is feeling sad with Rahul Gandhi and he may go back to join Shivsena ! A.K.SINGH,0,negative,Negative,-3
616,616,6692,633854004099809000,positive,"""Lord, I pray that you would give Christians (including me) bigger desire for justice. May we cry out to you with more ferventness &amp; urgency!""",2,positive,Negative,-4
617,617,15259,641171366826278000,neutral,Gucci bags jiva prospects january generate the distich yours persona on speaking terms subtraction until for i...,1,neutral,Negative,-1
618,618,2101,625070587942187000,neutral,"""Floyd Mayweather wins 3rd straight Nevada Fighter of the Year, uncle R #MayweatherVSPacquiao,#mayweather,#pacquiao http://t.co/aLJrEcTHhA""",1,positive,Neutral,0
619,619,19310,678494705437433000,negative,Saudi Arabia sentences woman to death by stoning for adultery but the man gets off with just 100 lashes: A mar... https://t.co/FQHQtQT1PF,0,negative,Negative,-2
620,620,12683,639596195707506000,negative,If I didn't have training tomorrow id be sick and at the Jason Aldean concert #maybenexttime,0,neutral,Negative,-1
621,621,3287,627772971654844000,neutral,"""Yakub's role in '93 March serial  blasts is repeated, but very little is said about those who organized 92 December, 93 January Mumbai riots""",1,negative,Neutral,0
622,622,5970,632767747311570000,positive,I'm home alone watching the big brother live feeds on a saturday night #killingit #BB17,2,neutral,Neutral,0
623,623,9409,637094840484929000,positive,Tonight's Final: 4-2!!!!  White Sox win their 60th of the season. Rodon wins his 6th! http://t.co/o28xqw4Osn,2,positive,Positive,1
624,624,16095,660278015574851000,positive,"""@hughcartoons he was like David Abbott's edgier younger brother.  the Elvis Costello to David Abbott's George Harrison, if i may.""",2,positive,Positive,1
625,625,5762,632352246844534000,positive,"""I may be in the minority here, but I rather enjoy watching David Price play for the Toronto Blue Jays""",2,positive,Positive,2
626,626,16607,665320520691286000,negative,@Servane_A Just leaves me in tears - Charlie Hebdo was just in January. This is insane.,0,negative,Negative,-3
627,627,5377,631862092858032000,neutral,Dustin Johnson goes -6 and in the lead - did anyone take Bryan's advice and take the 25s on 1st round leader for the #pga? getting excited?,1,positive,Positive,2
628,628,11199,638494393255755000,positive,@jamiestar1986 Monday night raw should be good tonight I wonder will sting show up or if Brock Lesnar will be there,2,positive,Neutral,0
629,629,14505,640806598257025000,positive,"""@imprisonedniall Niall loves you very much and you can see how much he loves you. Dont think that ! Every time you @ him, he may see it :)""",2,positive,Positive,2
630,630,4609,630511856818495000,positive,"""Best play by play man Monday Night Football ever had, back when you couldn't wait for MNF to be on ! FRANK GIFFORD  RIP""",2,positive,Neutral,0
631,631,16483,664081149875105000,neutral,@UTVIreland @karenenglish06 the families need to challenge SF and IRA over their actions that day https://t.co/ELYSHNNmfA,1,negative,Negative,-1
632,632,16410,663312184554991000,positive,"""Has to be said Chris Evans TFI Friday is brilliant, great guests, brilliant bands and it always make me smile tbh""",2,positive,Positive,2
633,633,20003,680594973188751000,neutral,"""December 26th, 2015: Check out the article on Justin Bieber featured in our local newspaper, """"KOSMO"""" today! https://t.co/go8Gk3InBw""",1,neutral,Positive,1
634,634,2579,626192286167236000,neutral,"""i've never listened to kpop, i'll give it a try tomorrow morning""",1,neutral,Neutral,0
635,635,2862,626657518647799000,neutral,@AAbduldalvi c u may want to know but by showing it agn &amp; agn we r hurting the family of Yakub ok,1,neutral,Negative,-2
636,636,7568,635166452807372000,negative,Gucci bags subconscious mind brashness january break the seal the dichotomous thy cat far out rise versus indu...,0,neutral,Neutral,0
637,637,2467,625892385105448000,neutral,#beritaterkini Bryant's HR in 9th lifts Cubs to 9-8 win over Rockies: Kris Bryant's two-run homer with two out... http://t.co/carrO8gssR,1,neutral,Neutral,0
638,638,8814,636420850846179000,positive,hel o kids on Thursday please be ready to hear the John cena theme every time I enter a room,2,positive,Positive,1
639,639,18996,677599251417980000,positive,"""May the food be with you on this Star Wars Day https://t.co/lOCllychqK #StarWarsTheForceAwakens, via @PBSFood https://t.co/0JvqrbQ9Bz""",2,positive,Neutral,0
640,640,3609,628411941187375000,positive,tomorrow will be the day I get up and go to dunkin in the morning I feel it,2,positive,Neutral,0
641,641,5948,632735886770339000,positive,@PHVegas Good Evening Planet Hollywood happy Saturday to you HI may i ask if your going to be selling any Janet Jackson unbreakable tour t,2,positive,Positive,1
642,642,16317,662439434349101000,positive,"""I liked a @YouTube video https://t.co/ZARqtWvJc0 Sibling-wed Game with Scott and Chris Evans, Part 2""",2,positive,Positive,2
643,643,5887,632607314202128000,neutral,@MLBtheShow_Tips Do you think David price will be a diamond on Monday??,1,neutral,Neutral,0
644,644,11721,638861647101194000,neutral,"""@KirFlem Thanks for reminding me how fab I am. I may not have a Gucci bag but I have a neurologist, she's from Eastern Europe. I've arrived""",1,positive,Positive,2
645,645,12898,639759479580565000,positive,May be going to the a jason aldean concert tomorrow :),2,positive,Neutral,0
646,646,19971,680499812588892000,positive,Here comes the sun du du du du Here comes the sun and I say... It's alright!  - by George Harrison,2,positive,Positive,1
647,647,8985,636655703315349000,neutral,Check out Dean Ambrose on a local morning show in Providence on Tuesday! Dean doesn't stop living the character... http://t.co/d79y0w70hS,1,neutral,Positive,1
648,648,8588,636197252323672000,positive,"""James, you're on Big Brother. A lot of things will happen to you for the first time. #PBB737TheConfrontation https://t.co/4sfyMQMh9z""",2,neutral,Neutral,0
649,649,14475,640777155882807000,neutral,@NiallOfficial I have a class at 8am tomorrow Niall you should follow me,1,neutral,Neutral,0
650,650,16284,662139635909324000,negative,"""I may be shit at guitar but at least I can work a broom across a floor, George Harrison you lazy fuck!""",0,negative,Negative,-3
651,651,14034,640527100374482000,positive,"""@JoshCollacchi to be honest, I'd let Murray run it every time, even on 4th and 35, than let Trey throw.""",2,neutral,Neutral,0
652,652,17075,667926539493748000,neutral,Briana wants me to wear white for tomorrow because she's going in red but I want to wear pink wtf,1,neutral,Negative,-2
653,653,20043,680710856154431000,negative,As long as the final shot is called by @khamenei_ir there is no such thing as moderates in Iran. https://t.co/swgY1CA7px,0,neutral,Negative,-1
654,654,6051,632970759971950000,positive,Everyone saying the Chris Brown concert was great last night when we all know that the greatest concert is on Friday with Jason Aldean,2,positive,Positive,2
655,655,12700,639610834126303000,negative,Kim Davis has been arrested for following her religious beliefs! So the 1st amend. don't apply to Christians?,0,negative,Positive,1
656,656,2781,626516264890929000,neutral,"""Lawyers argue that Yakub filed mercy plea 4 1st time on Wednesday.so,he shd get 14 days' time before hanging. @news24tvchannel""",1,neutral,Negative,-1
657,657,11170,638487032050774000,neutral,I need someone to come see Ed Sheeran with me this Saturday in Dallas,1,neutral,Neutral,0
658,658,19545,679219489041342000,positive,@ELLEmagazine  go kim go kim go merry christmas kim kardashian may your god be with you with love peace happiness,2,positive,Positive,2
659,659,11598,638786955589849000,positive,"""Nothing better than a pump-up video to a @taylorswift13 song. """"Bad Blood"""" coming to you at @TampaBayRowdies vs Cosmos on Sat. #MyMasterpiece""",2,positive,Neutral,0
660,660,12978,639823284855443000,positive,Happy Friday you crazy fucks!!! Long weekend!!! 1 week till the concert!! Foo Fighters - Best Of You: http://t.co/pJpoDrka8A,2,positive,Negative,-2
661,661,15286,641193175789518000,neutral,"""Ellen returns with new season Tuesday, interviews Caitlyn Jenner. WATCH PREVIEW: http://t.co/GZKWsOpuv2 http://t.co/7hOcGycVtS""",1,neutral,Neutral,0
662,662,5477,631958629239775000,positive,Dustin Johnson being in the lead after 1 day is like a 16 seed being up after the 1st 10 min of a game in the NCAA Tournament...,2,neutral,Positive,1
663,663,11977,639078043366096000,neutral,"""For @bpolitics, a look at why the next debate will be a lot tougher for Carly Fiorina than the last one was. http://t.co/cm77x2bHhp""",1,neutral,Negative,-1
664,664,4771,630709971005644000,neutral,"""After watching Amanda Nunes' fight on Saturday, it's clear the @ufc will begin work on Rousey vs. Nunes. One for the books.""",1,neutral,Negative,-2
665,665,6534,633588093484818000,positive,"""@SpandanSadhukh1 Go for Moto G 2nd Gen, amazing Phone with no bugs  http://t.co/IzGHrnYLfT Smooth performance and elegant look""",2,positive,Positive,2
666,666,12780,639668316169224000,neutral,"""@teapartytempest @MTFIII @kq4w3w I'm also aware the audience may not like my take: Pro-choice, gay marriage, can't we just all get along...""",1,neutral,Negative,-1
667,667,6835,634176237452328000,neutral,"""@WWE, I'm sure you've heard that Jay Lethal wants to cross brands and wrestle Seth Rollins. That belongs on Monday's RAW and would be huge.""",1,positive,Negative,-1
668,668,2026,624844024059416000,negative,I can't believe this is the 1st time Hulk Hogan has been called out for making a fool of himself. Anyone else notice that guy's entire life?,0,negative,Negative,-1
669,669,13812,640354579343929000,neutral,@OfficialWith1D no offense but zayn left on the 25th an my organs are on the g r o u  n d,1,neutral,Negative,-2
670,670,17362,670937793619615000,positive,"""How fucking awesome are the French??? Defiant after Charlie Hebdo. Resilient after #ParisAttacks . Now, creative for climate change march &lt;3""",2,positive,Positive,1
671,671,5129,631295095082323000,negative,It's  selfish for Vanessa to be competing in Big Brother she is worth millions Taking an opportunity away from some1 who may need it #bb17,0,negative,Negative,-3
672,672,6532,633578942251798000,positive,Tomorrow an Asian frien is going to cook for us and the we're going to the cinema to see Paper Towns.,2,positive,Neutral,0
673,673,11355,638559090713559000,positive,you may not like them together but admit it camila and shawn sounds amazing together,2,positive,Positive,2
674,674,16763,665737508051816000,positive,"""Curtis' Morgan Weaver with a great look, but deflected by keeper, rolls just left of the goal post in 6th minute.""",2,positive,Positive,2
675,675,14909,641021541984174000,positive,My son's braden 8th birthday got money in the bank briefcase due to Seth Rollins. Can you say happy birthday seth rollins to my son?,2,neutral,Positive,1
676,676,12798,639677138598146000,positive,"""#SmartNCAA: It's another 'Yes para sa tres' for the """"Ant-man"""" Mark Cruz! Letran stil on top, 72-53 with 1:53 remaining in the 4th!""",2,positive,Positive,2
677,677,2904,626765597733339000,neutral,.@krishamoud When Chuck Norris claps his hands twice the sun turns off.,1,neutral,Neutral,0
678,678,2133,625153933858570000,neutral,@BeingSalmanKhan Italy may refuse to return navy persons Massimillano and Girone who killed fishermen following the act done to Yakub,1,negative,Negative,-3
679,679,9457,637128007262404000,neutral,"""It was a regular Friday night and Naruto sat in his office. Usually, it wouldn't be odd or unusual since that's his job, to simply sit and -""",1,neutral,Neutral,0
680,680,18771,676905448633737000,positive,"""I really want flor and Milan to open their presents, I don't want to wait till Friday""",2,neutral,Neutral,0
681,681,2117,625125211235610000,neutral,"""@Kookie_Jar98 Yes, Kookie is the 2nd worst wrecker. Jimin is the #1 bias wrecker. There's no one in Kpop who's a bigger wrecker than him XD""",1,negative,Negative,-2
682,682,7828,635543093962346000,neutral,"""Ice Cube the GOAT for writing most of """"Straight Out Of Compton"""" and """"Friday"""".""",1,neutral,Neutral,0
683,683,20382,681406125997068000,positive,"""Travelling to Europe, Happy New Year: Rahul Gandhi: Congress vice-president Rahul Gandhi on Monday tweeted that he will be travelling...""",2,positive,Negative,-1
684,684,4400,630221697447129000,negative,Floyd Mayweather may be the most arrogant human being on the planet but that nigga rich af,0,negative,Negative,-2
685,685,16790,665818878631546000,neutral,"""Holm only stunned Ronda Rousey, Joe """"Dumbfuck"""" Rogan who all actually believed the hype train Dana White created https://t.co/MghbkNElsa""",1,neutral,Negative,-1
686,686,7125,634586159163809000,negative,Fucking hot as outside here. I'm sweating like Floyd Mayweather taking the reading portion of the SAT,0,negative,Positive,1
687,687,19304,678476646609870000,neutral,"""Indians crash out in semis: Sri Lanka will meet Kazakhstan in the final on Sunday. Earlier, Iran men trounced ...  https://t.co/Xg76mzriTC""",1,neutral,Neutral,0
688,688,13951,640455056035196000,positive,Selling 2 upper box tickets for the Sam Smith show this November. Hit me up if anyone's interested.,2,neutral,Positive,1
689,689,3415,628037988614828000,positive,@MieshaTate So pumped that you worked your way back up Miesha &amp; I know you'll get the W in the 3rd fight with Rousey! http://t.co/CERCEl1pLJ,2,positive,Negative,-3
690,690,4031,629485856991023000,neutral,"""John Kasich may not be terribly polished, but he's coming across as more comfortable and real than Jeb Bush. #GOPDebate""",1,neutral,Negative,-2
691,691,5076,631203922422693000,neutral,@Jinnie_LH7 omg was it?? When I got into Kpop he was probably my 2nd bias becos of Exo showtime then I found out he left.. I was sad..,1,neutral,Negative,-2
692,692,17713,673238305274789000,positive,"""Man, what Kendrick Lamar did to J. Cole's """"A Tale of 2 Cities"""" instrumental for Black Friday makes you forget it belongs to J. Cole. My word""",2,neutral,Neutral,0
693,693,9586,637306562181115000,neutral,Who is all going to be up in Wrigleyville tomorrow for Foo Fighters?!,1,neutral,Positive,1
694,694,17181,669057075658420000,neutral,I just watched Saturday Night Live - October 10 - Amy Schumer with the new NBC app. Download on iTunes! https://t.co/7CGa0JFmni,1,positive,Positive,1
695,695,17446,671565783982432000,neutral,@wynn_the_human I may have gone to an Australian Bee Gees Tribute Show because of the Barry Gibb Talk Show...,1,neutral,Neutral,0
696,696,10019,637729078246637000,positive,"""A huge and very special thank you to the amazing @ChristianFarla if you haven't seen his show yet, catch Christians last show on Sunday""",2,positive,Positive,2
697,697,15605,641376544095621000,neutral,If you attend ball state and wanna go to yoga on Sunday's with me please raise your hand,1,neutral,Positive,1
698,698,10796,638238000305053000,neutral,"""Wes Craven passed away. Kanye West wants to be president. Sad and confusing Monday it is, then.""",1,negative,Negative,-3
699,699,9393,637082978485673000,neutral,"""White Sox lead the Mariners 4-0 at the end of the 6th. Pitching: SEA R Elias, CHW C Rodon (ESPN) http://t.co/YSufEjQe2q""",1,neutral,Neutral,0
700,700,13430,640152684927033000,neutral,In Context: What Scott Walker said about a Canada wall http://t.co/MLaBbVWKn6 http://t.co/gc6aOns9m1,1,neutral,Neutral,0
701,701,17995,674560400478859000,neutral,"""When you've seen beyond yourself, then you may find, peace of mind is waiting there. - George Harrison #quote""",1,neutral,Neutral,0
702,702,6442,633462668410515000,neutral,Well it's official John cena vs Seth Rollins #TitleForTitle winner take on this Sunday at #summerslam #RAW,1,neutral,Positive,1
703,703,6293,633284573812535000,negative,"""Whoever made this iced coffee at Dunkin' Donuts, does not know what they're doing and it's Monday... #getittogether""",0,neutral,Neutral,0
704,704,9352,637059205799804000,negative,These White Sox untucked unis may be the most atrocious uniform I've ever seen,0,positive,Negative,-3
705,705,7430,634943093649702000,neutral,"""Planned Parenthood Subject of Nationwide Protest on Saturday // If Christians should ever protest, now is the time. http://t.co/1cegSWp9R5""",1,neutral,Negative,-1
706,706,19485,679019756758937000,negative,Was I the only one that didn't know that @troyesivan came to Milan the 2nd may,0,neutral,Neutral,0
707,707,17898,674153358807068000,positive,Pub trivia and the $100 bar tab who am I question comes along. Oi. I get it after the 2nd clue. The answer was Kendrick Lamar #winning,2,neutral,Neutral,0
708,708,11631,638807096419590000,neutral,"""Real Madrid clearly did not really want David De Gea, sign anew deal lad.  http://t.co/xG4uRmmQTa""",1,neutral,Neutral,0
709,709,8460,636030991551737000,positive,It's crazy how I listened to Frank Ocean again for the first time since 9th grade &amp; it's like I time skipped from 9th grade to now wtf,2,neutral,Negative,-1
710,710,3050,627041373942902000,neutral,"""Last words of Yakub """" I did a mistake, May allah forgive me"""". did any rascal who stood for him understand what he meant ?""",1,neutral,Neutral,0
711,711,20141,680946322233401000,neutral,"""WOW Mike Why don't you talk to our great friends and allies Saudi Arabia, about where terrorists get their ideology. https://t.co/xikn6ikihP""",1,negative,Neutral,0
712,712,6473,633478272651694000,neutral,Brock Lesnar is going over Sunday at #SummerSlam doesn't take a rocket scientist to figure that out #RAW,1,neutral,Neutral,0
713,713,15027,641046503398723000,positive,This Murray vs Anderson match is great. 4 hour match and it's still in the 4th set.,2,positive,Positive,2
714,714,6162,633029400745889000,neutral,In 4th year when nowt was more important than Nirvana I wrote a bit about why Kurt Cobain didn't kill himself lol http://t.co/C2ESUkIHml,1,neutral,Neutral,0
715,715,2937,626837387574935000,neutral,Any chance Floyd Mayweather is going to announce his opponent for September 12th?,1,neutral,Negative,-1
716,716,18109,674977687954264000,neutral,#nowplaying And the Sun Will Shine - Bee Gees #foobar2000 https://t.co/Kv4ERrDiPJ,1,neutral,Neutral,0
717,717,9639,637361075319476000,positive,It's Friday. Enjoy this video of Ed Sheeran covering Trap Queen with The Roots. http://t.co/9HeF2G70xV,2,positive,Positive,2
718,718,18912,677399856252510000,neutral,@AMP1618 @GMAC86 @kanechrism any of you playing twilight @CommonwealthGC tomorrow night?  I'll be there with @jamesbull23 &amp; folks #golow,1,neutral,Positive,1
719,719,11301,638536973842554000,neutral,Golam Globus-OK-here's the deal: I may not like this movie. Except it has Chuck Norris in it. :-)),1,positive,Neutral,0
720,720,10369,638061042967318000,neutral,If Eid is on September 11 I don't have to go to school since it's even more awk there tbh,1,negative,Neutral,0
721,721,4630,630526461569540000,positive,"""Photoset: Last night was my last Saturday night of summer, and I spent it at the Zac Brown Band concert at... http://t.co/bYBZaMFYir""",2,positive,Neutral,0
722,722,10549,638163975310454000,neutral,Stop it Nicki said all that behind a smile https://t.co/VdEWp6aRLe,1,neutral,Positive,2
723,723,12814,639686947242418000,positive,"""Early start today off to Birmingham, long day ahead with bit of travelling.. but hey Foo Fighters on Sunday! Weekend!!!""",2,positive,Positive,2
724,724,2518,626014958929752000,neutral,Kris Bryant with a bottom of the 9th two out walk-off home run for a Cubs win! http://t.co/PskJkbqJy3,1,neutral,Positive,1
725,725,3572,628363107820134000,neutral,@jenlharrison @sshirlicaibmco2 I think you may want to consider David Price's shoe laces for Jordan lol http://t.co/fu7ZK94SUw,1,neutral,Positive,1
726,726,5182,631412369751719000,positive,"""I like Ice Cube, better than any of NWAs songs after the 1st album. Death Certificate is MY LP. 2015 &amp;we still bustin up the chiffarobe""",2,positive,Negative,-1
727,727,4110,629629935670444000,neutral,Chuck Norris doesn't wear a wat.h. HE dec;des what time it is.,1,neutral,Neutral,0
728,728,8999,636673865943543000,negative,sad that my dunkin won't have pumpkin coffee till the 29th,0,negative,Negative,-3
729,729,6220,633093123753816000,neutral,How did 5h beat Bad Blood? May the world never know,1,negative,Neutral,0
730,730,10899,638314157889187000,negative,Kanye West running for President with Kim K as the First Lady may be one of the worst ideas I've ever heard in my entire life.,0,negative,Negative,-2
731,731,2751,626461610668769000,negative,I don't have Faith on  constitution.Sorry to Yakub's family.. May God bless Yakub's soul with rest and peace in heaven.Hang rapist first..,0,neutral,Negative,-2
732,732,7306,634814659145695000,positive,Pretty sure Kane will interfere on Sunday in the Taker/Lesnar match and Taker wins then they have a rubber match and Les nar wins.,2,neutral,Positive,1
733,733,11674,638837097416097000,negative,i just don't wanna miss anything it sucks waking up and realising that Zayn came back to 1D and the 5th album is out.,0,negative,Neutral,0
734,734,7223,634743713244180000,neutral,"""ICYMI: #Rangers notes from Thursday, leading with Josh Hamilton to the DL. https://t.co/BqzUkC6oP9""",1,neutral,Neutral,0
735,735,19455,678919776207421000,neutral,Saudi Arabia Said to Weigh Selling Stakes in State-Run Entities: World leaders may have vowed to wean the worl... https://t.co/2qZVSumPcr,1,neutral,Neutral,0
736,736,10404,638093872111849000,neutral,Is the 20th anniversary PS4 still the coolest special edition console ever? http://t.co/UkxMO9XALo http://t.co/6jfTs7bKeb,1,positive,Positive,2
737,737,11427,638614956175421000,neutral,@sainsburys Will the Nantwich store be selling Mad Max on PS4 tomorrow and how much will it cost if so? Need to know urgently.,1,neutral,Neutral,0
738,738,11159,638484745748398000,positive,"""Gay night tomorrow, the best night everrrrrrr""",2,positive,Positive,1
739,739,3077,627144342625517000,neutral,"""Delaware Junction #Festival with Jason Aldean, Florida Georgia Line, and More on August 1... $169.00 http://t.co/q6ctAuknxG #BaltimoreDeals""",1,neutral,Neutral,0
740,740,16709,665532345370484000,neutral,Can Cate Blanchett win her 3rd Oscar with TRUTH? Check out her acclaimed performance today &amp; see for yourself https://t.co/2pnjvlrWBo,1,positive,Positive,1
741,741,14956,641029579172413000,neutral,"""@MurrayfieldExp Hi, do you have any idea what time the Foo Fighters gig is due to finish tomorrow night? Thanks!""",1,neutral,Positive,2
742,742,18666,676631249188839000,positive,"""Kendrick is reinventing the rap industry, he may be not winning as much as other rappers, but shit that music is fucking worth it. TPAB""",2,negative,Negative,-1
743,743,8443,636016884870045000,negative,@anilsangeeta @nanditathhakur Where as you find these Muslims Blocking roads in Busy Mumbai suberbs on every Friday for Jumma ki Namaz! Why?,0,negative,Positive,1
744,744,12137,639186509355216000,neutral,@TonyBarretTimes Red Sox getting battered by the Yankees at home it's 11-1 in the 3rd let's see if they fire the coach.,1,neutral,Neutral,0
745,745,19044,677738673195061000,neutral,I have no idea what I'm going to wear tomorrow lol. I should be like Kim Kardashian and wear like three different outfits lol.,1,positive,Positive,1
746,746,19939,680396607041474000,negative,"""Sorry to hear Justin Bieber was beaten by an NHS choir. However justified the emotions, violence is never the answer https://t.co/V6Be7lVmFi""",0,neutral,Negative,-3
747,747,2754,626463771918098000,negative,"""I think aftr seeing all this #YakubToHang drama, the security guy at d jail would like to shoot Yakub dead rather than hanging him tomorrow""",0,negative,Negative,-1
748,748,20304,681216391064629000,neutral,When you bumpin Black Friday by Kendrick Lamar and she turns the music down to ask if you got some drake. https://t.co/DXutp3V4ir,1,neutral,Neutral,0
749,749,1321,623752429872529000,positive,"""If Prince George's birthday is making all the news this morning, imagine the headlines tomorrow when it's my birthday! #birthdayboy""",2,positive,Positive,1
750,750,1429,623868811247267000,positive,Eid special for me ....( 5days ) From 18-6-2015 Eid day rain day &amp; without my wife and child. 2nd day just sleep... http://t.co/ZxiRD2hIoG,2,neutral,Positive,1
751,751,17631,672816861583679000,neutral,#TGNArmy @tgnTV   @YT_Retweets @DarkSoulsGame   Dark Souls 3 New Trailer Embrace the Darkness 12 April 2016 https://t.co/O7EAAkb95j,1,neutral,Neutral,0
752,752,16041,641650255910596000,positive,"""I have tickets for Jason Aldean Friday, but do I want pit?""",2,neutral,Neutral,0
753,753,14163,640604502169546000,neutral,Papi 4th Sox with 200 HRs at Fenway: Red Sox slugger David Ortiz hit career home run No. 497 in the first inni... http://t.co/kDHayuMEzA,1,neutral,Neutral,0
754,754,14975,641035017309810000,neutral,Murray HOLDS! Now Anderson serves again to stay in the 3rd set with @Andy_Murray 6-5 up but two sets down. http://t.co/DhqfilpVDk,1,neutral,Positive,1
755,755,8319,635947608326950000,positive,David Wright will play in his 1st game since April 14. Wright sat out after being diagnosed with spinal stenosis. http://t.co/4skFDRTsWX,2,neutral,Neutral,0
756,756,9567,637285687142805000,neutral,Is everyone ready for Foo Fighters at Wrigley Field #Saturday? Get ready . . . #EastLakeview is going to be in... http://t.co/tKWlxZkkpt,1,positive,Neutral,0
757,757,17502,671956918877814000,positive,Spending tomorrow refreshing twitter because I want to go to the goddamn David Bowie musical. #sorryboss,2,positive,Negative,-2
758,758,2136,625166792940503000,positive,"""Sure, ANT-MAN is a cool film, but make sure you know all your movie options. ... (Vine by SATURDAY NIGHT VINE) https://t.co/DyXAETE6Vt""",2,positive,Positive,1
759,759,1087,623343242826743000,neutral,Josh Hamilton flies out to Center... We are going to the Bottom of the 9th tied at 7! #NeverEverQuit,1,neutral,Positive,1
760,760,11839,638936168122449000,neutral,The Minnesota Twins beat the White Sox and Chris Sale on Tuesday. They are now a surprising 68-63 overall and 41-25 at home.,1,positive,Neutral,0
761,761,6,619998879447162000,positive,"""Watching Miss USA tomorrow JUST to see @TravisGarland perform, I'm obsessed with his voice""",2,positive,Negative,-1
762,762,16595,665290614234324000,negative,First we had the Charlie Hebdo thing back in January and now this?! WHEN IS THIS FUCKING ISLAMIST TERRORIST SHIT FINALLY GONNA BLOODY END!?!,0,negative,Negative,-2
763,763,8815,636423234313932000,neutral,"""Ryan Braun went 2-for-4 with a run scored, two RBIs and his 23rd home run of the season (253rd of his #MLB career). #Brewers""",1,neutral,Neutral,0
764,764,3265,627701233961177000,negative,Sharknado i can watch it now: The fuck. Sharknado budget of 1m or 2m cameos up the wazoo. Watching 2nd one now... http://t.co/eQBvs9jO9Q,0,neutral,Negative,-2
765,765,14248,640646184734887000,neutral,"""When Lil' Kim made Black Friday she was a villain, but Nicki gets praised for calling out Miley at the VMAs when Miley barely said anything""",1,neutral,Neutral,0
766,766,17670,672994147456847000,neutral,Dick hard like rottweiler. Can you handle it? Kendrick Lamar - Black Friday by TopDawgEnt #np #SoundCloud #sold https://t.co/VnG2Q69ySq,1,neutral,Positive,1
767,767,4010,629468185780178000,positive,We'll see you this Saturday for Hollywood U2! U2 cover band playing at Sagebrush with NO COVER! Get here early!... http://t.co/cLlBI2VZx2,2,positive,Positive,2
768,768,14865,641013183562555000,positive,Murray has this. He may not have it at the moment but I'm not worried #USOpen #murray,2,neutral,Neutral,0
769,769,3070,627127628181434000,positive,@RondaRousey set of skills. Skills that may make me a pleasure for a woman like you. I won't go Floyd Mayweather on you but I will fornicate,2,neutral,Positive,2
770,770,3,619974445185302000,neutral,"""If you could ask an onstage interview question at Miss USA tomorrow, what would it be?""",1,neutral,Positive,1
771,771,852,622966523653525000,positive,"""How ironic is it that on Sundae, July 19th, which apparently is National Ice Cream Day, I ordered two blizzards at DQ instead of one?""",2,neutral,Negative,-1
772,772,3978,629419729296486000,negative,"""A coworker just said, """"Muslims should just leave the country. Nobody invited them here anyways."""" as I sat maybe 10 feet away from her.""",0,neutral,Neutral,0
773,773,12511,639486523558072000,positive,"""Tonight, September 3rd, Stop by for your chance to win:  2- Tickets to see JASON ALDEAN, September 10th, on the... http://t.co/hOKhyIEvoZ""",2,neutral,Neutral,0
774,774,16939,666801300806463000,positive,Amy Schumer and Jerry Seinfeld headline a show in support of the 15th anniversary of Baby Buggy https://t.co/mcBWyZ8Ezp via @WSJ,2,neutral,Positive,1
